point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2016-01-12,24,4069.06,4090.11,0.9948534391495584,10.65,26.96,17.570416666666667,35.704166666666666,3.16625,2,4.06906,4.09011,17.570416666666667,26.96,10.65,16.310000000000002,35.704166666666666,3.16625
RJP_0083,2016-01-13,24,4276.31,4310.19,0.9921395576529108,8.7,26.15,16.395,38.26041666666666,3.453333333333333,2,4.2763100000000005,4.3101899999999995,16.395,26.15,8.7,17.45,38.26041666666666,3.453333333333333
RJP_0083,2016-01-14,24,3591.61,3914.11,0.9176057903329238,8.24,24.76,15.364583333333334,37.384166666666665,2.745,2,3.59161,3.91411,15.364583333333334,24.76,8.24,16.520000000000003,37.384166666666665,2.745
RJP_0083,2016-01-15,24,3407.86,3516.7,0.9690505303267268,7.06,24.87,14.780833333333334,40.81583333333334,2.339583333333333,2,3.4078600000000003,3.5166999999999997,14.780833333333334,24.87,7.06,17.810000000000002,40.81583333333334,2.339583333333333
RJP_0083,2016-01-16,24,3893.55,4085.65,0.9529817776853132,6.38,24.33,14.445833333333336,30.439166666666665,2.2779166666666666,2,3.8935500000000003,4.08565,14.445833333333336,24.33,6.38,17.95,30.439166666666665,2.2779166666666666
RJP_0083,2016-01-17,24,3855.980000000001,3940.26,0.978610548542482,5.58,23.63,13.991666666666664,28.68875,3.1625,2,3.855980000000001,3.9402600000000003,13.991666666666664,23.63,5.58,18.049999999999997,28.68875,3.1625
RJP_0083,2016-01-18,24,2597.7,3164.99,0.820760887080212,6.92,24.07,15.634166666666667,29.04875,2.6875,2,2.5976999999999997,3.16499,15.634166666666667,24.07,6.92,17.15,29.04875,2.6875
RJP_0083,2016-01-19,24,2454.02,2879.23,0.8523181545065868,6.71,20.64,12.959166666666668,58.46625,2.268333333333333,2,2.45402,2.87923,12.959166666666668,20.64,6.71,13.93,58.46625,2.268333333333333
RJP_0083,2016-01-20,24,3404.3,3955.6,0.8606279704722418,5.93,22.71,13.279583333333337,36.017916666666665,2.45,2,3.4043,3.9556,13.279583333333337,22.71,5.93,16.78,36.017916666666665,2.45
RJP_0083,2016-01-21,24,4281.38,4732.85,0.9046092734821513,6.91,23.49,15.125,19.66333333333333,1.3841666666666663,2,4.28138,4.73285,15.125,23.49,6.91,16.58,19.66333333333333,1.3841666666666663
RJP_0083,2016-01-22,24,4775.13,4838.249999999999,0.9869539606262596,6.73,24.42,14.022083333333333,19.675416666666667,2.5491666666666664,2,4.77513,4.8382499999999995,14.022083333333333,24.42,6.73,17.69,19.675416666666667,2.5491666666666664
RJP_0083,2016-01-23,24,4766.35,4839.23,0.9849397528119144,7.26,25.33,15.789166666666668,18.97208333333333,1.6770833333333333,2,4.76635,4.83923,15.789166666666668,25.33,7.26,18.07,18.97208333333333,1.6770833333333333
RJP_0083,2016-01-24,24,4720.31,4796.74,0.984066261669384,5.98,26.29,15.170833333333334,20.08625,2.5391666666666666,2,4.7203100000000004,4.79674,15.170833333333334,26.29,5.98,20.31,20.08625,2.5391666666666666
RJP_0083,2016-01-25,24,4723.360000000001,4776.95,0.9887815447094904,4.99,24.94,14.824583333333337,20.6425,2.2975,2,4.7233600000000004,4.77695,14.824583333333337,24.94,4.99,19.950000000000003,20.6425,2.2975
RJP_0083,2016-01-26,24,4440.610000000001,4639.48,0.9571352824023384,6.44,26.79,15.790416666666667,23.880416666666665,2.5416666666666665,2,4.44061,4.63948,15.790416666666667,26.79,6.44,20.349999999999998,23.880416666666665,2.5416666666666665
RJP_0083,2016-01-27,24,4545.03,4555.65,0.9976688288169636,8.75,27.69,17.27208333333333,25.55708333333333,2.6958333333333333,2,4.54503,4.55565,17.27208333333333,27.69,8.75,18.94,25.55708333333333,2.6958333333333333
RJP_0083,2016-01-28,24,4334.56,4341.65,0.9983669802955096,10.48,28.68,20.203333333333333,25.465416666666663,1.79375,2,4.334560000000001,4.34165,20.203333333333333,28.68,10.48,18.2,25.465416666666663,1.79375
RJP_0083,2016-01-29,24,4534.040000000001,4547.3,0.9970839839025356,12.22,30.86,21.24708333333333,33.69708333333333,2.592916666666667,2,4.534040000000001,4.5473,21.24708333333333,30.86,12.22,18.64,33.69708333333333,2.592916666666667
RJP_0083,2016-01-30,24,4650.05,4701.03,0.9891555680350904,12.9,29.82,20.714166666666667,47.42,3.107083333333333,2,4.65005,4.701029999999999,20.714166666666667,29.82,12.9,16.92,47.42,3.107083333333333
RJP_0083,2016-01-31,24,4377.469999999999,4518.03,0.9688890954686,13.18,28.81,20.48875,37.17041666666667,3.0941666666666663,2,4.37747,4.5180299999999995,20.48875,28.81,13.18,15.629999999999999,37.17041666666667,3.0941666666666663
RJP_0083,2016-02-01,24,4028.18,4208.59,0.9571329114976748,10.16,26.76,18.470416666666665,26.82916666666667,2.3808333333333334,2,4.02818,4.20859,18.470416666666665,26.76,10.16,16.6,26.82916666666667,2.3808333333333334
RJP_0083,2016-02-02,24,4736.85,4757.07,0.995749484451564,8.01,25.99,16.56,20.691666666666663,2.311666666666667,2,4.7368500000000004,4.75707,16.56,25.99,8.01,17.979999999999997,20.691666666666663,2.311666666666667
RJP_0083,2016-02-03,24,5332.34,5364.56,0.9939939156240216,7.2,25.84,15.455833333333333,18.54083333333333,2.734166666666667,2,5.33234,5.36456,15.455833333333333,25.84,7.2,18.64,18.54083333333333,2.734166666666667
RJP_0083,2016-02-04,24,5309.959999999999,5345.63,0.9933272598365392,8.9,26.88,16.524583333333336,16.773749999999996,1.9125,2,5.309959999999999,5.34563,16.524583333333336,26.88,8.9,17.979999999999997,16.773749999999996,1.9125
RJP_0083,2016-02-05,24,5317.43,5336.18,0.9964862504638148,7.32,26.91,16.6275,17.68708333333333,2.4975,2,5.31743,5.336180000000001,16.6275,26.91,7.32,19.59,17.68708333333333,2.4975
RJP_0083,2016-02-06,24,4840.16,4872.51,0.9933607114197816,7.51,28.91,18.09708333333333,21.39583333333333,3.2670833333333333,2,4.84016,4.87251,18.09708333333333,28.91,7.51,21.4,21.39583333333333,3.2670833333333333
RJP_0083,2016-02-07,24,4915.860000000001,4927.93,0.9975506957282269,9.87,26.61,17.05458333333333,22.8925,4.126666666666666,2,4.91586,4.92793,17.05458333333333,26.61,9.87,16.740000000000002,22.8925,4.126666666666666
RJP_0083,2016-02-08,24,4384.96,4422.83,0.9914376089517344,9.07,26.06,16.7975,27.22,1.9508333333333336,2,4.38496,4.42283,16.7975,26.06,9.07,16.99,27.22,1.9508333333333336
RJP_0083,2016-02-09,24,4877.01,4909.59,0.9933640079925208,9.07,26.93,18.091666666666665,26.255,1.56125,2,4.87701,4.909590000000001,18.091666666666665,26.93,9.07,17.86,26.255,1.56125
RJP_0083,2016-02-10,24,4955.78,4976.09,0.9959184821817932,10.19,27.73,18.44666666666667,21.12708333333333,1.9491666666666667,2,4.95578,4.97609,18.44666666666667,27.73,10.19,17.54,21.12708333333333,1.9491666666666667
RJP_0083,2016-02-11,24,5226.710000000001,5238.630000000001,0.9977245959344332,8.52,28.13,17.185833333333335,15.628750000000002,3.71625,2,5.226710000000001,5.2386300000000015,17.185833333333335,28.13,8.52,19.61,15.628750000000002,3.71625
RJP_0083,2016-02-12,24,5303.93,5343.37,0.9926188903257682,7.66,27.79,17.91,15.594583333333333,2.813333333333333,2,5.30393,5.34337,17.91,27.79,7.66,20.13,15.594583333333333,2.813333333333333
RJP_0083,2016-02-13,24,5190.29,5197.66,0.9985820542320968,9.27,27.26,16.984166666666667,21.9225,3.1495833333333336,2,5.19029,5.19766,16.984166666666667,27.26,9.27,17.990000000000002,21.9225,3.1495833333333336
RJP_0083,2016-02-14,24,5177.04,5203.55,0.9949054011203888,8.9,26.7,17.1375,23.15166666666667,2.5591666666666666,2,5.17704,5.20355,17.1375,26.7,8.9,17.799999999999997,23.15166666666667,2.5591666666666666
RJP_0083,2016-02-15,24,4806.51,4999.009999999999,0.9614923754903472,8.65,26.65,17.623749999999998,21.956666666666667,3.2425,2,4.80651,4.999009999999999,17.623749999999998,26.65,8.65,18.0,21.956666666666667,3.2425
RJP_0083,2016-02-16,24,4394.9400000000005,4423.53,0.9935368359658464,11.73,27.15,18.95625,23.30125,3.9066666666666654,2,4.39494,4.4235299999999995,18.95625,27.15,11.73,15.419999999999998,23.30125,3.9066666666666654
RJP_0083,2016-02-17,24,3210.51,3998.6100000000006,0.8029065100122292,13.86,27.98,21.10375,29.60625,3.9691666666666654,2,3.21051,3.9986100000000007,21.10375,27.98,13.86,14.120000000000001,29.60625,3.9691666666666654
RJP_0083,2016-02-18,24,3526.04,4630.61,0.7614633925120017,16.53,31.96,23.26,35.2225,3.7525,2,3.52604,4.63061,23.26,31.96,16.53,15.43,35.2225,3.7525
RJP_0083,2016-02-19,24,3657.07,4923.210000000001,0.7428222643356671,16.72,33.97,25.476250000000004,34.01416666666667,2.4762500000000003,2,3.65707,4.923210000000001,25.476250000000004,33.97,16.72,17.25,34.01416666666667,2.4762500000000003
RJP_0083,2016-02-20,24,4190.85,5097.200000000001,0.8221866907321667,14.19,29.92,21.879583333333333,49.5125,3.4912500000000004,2,4.19085,5.097200000000001,21.879583333333333,29.92,14.19,15.730000000000002,49.5125,3.4912500000000004
RJP_0083,2016-02-21,24,5914.77,5937.17,0.9962271587305062,11.54,30.8,19.840416666666663,28.085416666666664,3.7175,2,5.914770000000001,5.93717,19.840416666666663,30.8,11.54,19.26,28.085416666666664,3.7175
RJP_0083,2016-02-22,24,6163.68,6187.539999999999,0.996143863312399,11.12,31.86,20.570833333333336,17.329166666666666,3.3295833333333333,2,6.16368,6.187539999999999,20.570833333333336,31.86,11.12,20.740000000000002,17.329166666666666,3.3295833333333333
RJP_0083,2016-02-23,24,6181.74,6212.07,0.9951175695058168,12.76,32.64,21.38458333333333,15.000416666666666,3.200416666666667,2,6.18174,6.21207,21.38458333333333,32.64,12.76,19.880000000000003,15.000416666666666,3.200416666666667
RJP_0083,2016-02-24,24,6031.43,6167.1,0.9780010053347602,13.01,32.94,23.097916666666663,12.331666666666669,1.66875,2,6.03143,6.1671000000000005,23.097916666666663,32.94,13.01,19.93,12.331666666666669,1.66875
RJP_0083,2016-02-25,24,6083.91,6123.33,0.9935623263812338,12.24,32.14,22.10375,13.367083333333332,2.0041666666666664,2,6.0839099999999995,6.12333,22.10375,32.14,12.24,19.9,13.367083333333332,2.0041666666666664
RJP_0083,2016-02-26,24,5931.32,5952.67,0.9964133741665504,13.69,32.18,21.762916666666666,15.167083333333332,2.62375,2,5.9313199999999995,5.95267,21.762916666666666,32.18,13.69,18.490000000000002,15.167083333333332,2.62375
RJP_0083,2016-02-27,24,5859.84,5861.75,0.9996741587409904,13.26,32.22,23.465416666666663,14.2025,1.3595833333333334,2,5.85984,5.86175,23.465416666666663,32.22,13.26,18.96,14.2025,1.3595833333333334
RJP_0083,2016-02-28,24,5819.939999999999,5840.58,0.9964661043937416,13.7,32.91,22.297500000000003,16.129583333333333,2.3404166666666666,2,5.819939999999999,5.84058,22.297500000000003,32.91,13.7,19.209999999999997,16.129583333333333,2.3404166666666666
RJP_0083,2016-02-29,24,5921.68,5926.18,0.9992406575568072,13.82,33.19,23.04041666666667,17.854583333333334,2.357083333333333,2,5.92168,5.9261800000000004,23.04041666666667,33.19,13.82,19.369999999999997,17.854583333333334,2.357083333333333
RJP_0083,2016-03-01,24,5802.290000000001,5839.55,0.9936193713556696,13.94,34.63,24.549166666666668,19.155416666666664,2.37125,2,5.802290000000001,5.83955,24.549166666666668,34.63,13.94,20.690000000000005,19.155416666666664,2.37125
RJP_0083,2016-03-02,24,5703.08,5759.59,0.9901885377257756,17.0,35.64,26.35333333333333,19.703333333333333,2.8541666666666665,2,5.70308,5.75959,26.35333333333333,35.64,17.0,18.64,19.703333333333333,2.8541666666666665
RJP_0083,2016-03-03,24,5453.18,5511.42,0.9894328503362112,18.64,35.42,27.22791666666667,27.78916666666667,2.60375,2,5.453180000000001,5.51142,27.22791666666667,35.42,18.64,16.78,27.78916666666667,2.60375
RJP_0083,2016-03-04,24,5451.950000000001,5833.610000000001,0.9345756744108707,18.17,36.01,27.47083333333333,23.97125,2.0275,2,5.451950000000001,5.83361,27.47083333333333,36.01,18.17,17.839999999999996,23.97125,2.0275
RJP_0083,2016-03-05,24,5140.94,5800.07,0.8863582680898678,16.78,33.92,25.4475,31.72375,2.9,2,5.14094,5.80007,25.4475,33.92,16.78,17.14,31.72375,2.9
RJP_0083,2016-03-06,24,6033.66,6168.74,0.9781024974305936,16.12,32.54,23.7225,33.98,3.3625000000000003,2,6.03366,6.16874,23.7225,32.54,16.12,16.419999999999998,33.98,3.3625000000000003
RJP_0083,2016-03-07,24,5443.76,5760.4,0.9450315950281232,15.79,31.1,23.63125,36.211666666666666,2.934166666666666,2,5.44376,5.7604,23.63125,31.1,15.79,15.310000000000002,36.211666666666666,2.934166666666666
RJP_0083,2016-03-08,24,5925.67,5950.349999999999,0.9958523448200528,15.61,32.07,23.558333333333334,30.08333333333333,2.8295833333333333,2,5.92567,5.950349999999999,23.558333333333334,32.07,15.61,16.46,30.08333333333333,2.8295833333333333
RJP_0083,2016-03-09,24,6016.41,6080.17,0.9895134511041632,16.11,33.07,24.53916666666667,29.463749999999997,2.4879166666666666,2,6.01641,6.08017,24.53916666666667,33.07,16.11,16.96,29.463749999999997,2.4879166666666666
RJP_0083,2016-03-10,24,5942.1,6064.01,0.9798961413322208,16.66,34.69,26.58125,28.847916666666663,2.330833333333333,2,5.9421,6.064010000000001,26.58125,34.69,16.66,18.029999999999998,28.847916666666663,2.330833333333333
RJP_0083,2016-03-11,24,5906.67,6285.8,0.9396846861179166,20.7,35.33,26.730416666666667,33.025,3.279166666666667,2,5.90667,6.2858,26.730416666666667,35.33,20.7,14.629999999999999,33.025,3.279166666666667
RJP_0083,2016-03-12,24,6022.01,6205.06,0.9704998823540788,17.66,34.88,26.1425,32.763333333333335,4.345416666666666,2,6.02201,6.2050600000000005,26.1425,34.88,17.66,17.220000000000002,32.763333333333335,4.345416666666666
RJP_0083,2016-03-13,24,5206.74,6478.68,0.8036729704199003,17.62,31.92,24.75791666666667,29.661666666666665,2.7724999999999995,2,5.20674,6.478680000000001,24.75791666666667,31.92,17.62,14.3,29.661666666666665,2.7724999999999995
RJP_0083,2016-03-14,24,5950.42,6595.09,0.9022500072023276,16.93,32.07,24.312916666666663,30.504166666666663,1.8666666666666665,2,5.95042,6.59509,24.312916666666663,32.07,16.93,15.14,30.504166666666663,1.8666666666666665
RJP_0083,2016-03-15,24,5316.7,6253.41,0.8502081264462109,15.35,30.64,23.48375,29.586250000000003,1.9479166666666667,2,5.3167,6.25341,23.48375,30.64,15.35,15.290000000000001,29.586250000000003,1.9479166666666667
RJP_0083,2016-03-16,24,6208.780000000001,6567.299999999999,0.9454083108735708,14.63,32.31,24.18541666666667,20.84625,1.9183333333333328,2,6.208780000000001,6.5672999999999995,24.18541666666667,32.31,14.63,17.68,20.84625,1.9183333333333328
RJP_0083,2016-03-17,24,5370.33,6387.31,0.840781173921416,17.85,34.66,26.507500000000004,30.241250000000004,3.5725,2,5.37033,6.38731,26.507500000000004,34.66,17.85,16.809999999999995,30.241250000000004,3.5725
RJP_0083,2016-03-18,24,5987.5,6399.21,0.9356623708238986,21.01,35.1,28.14375,36.348333333333336,2.26375,2,5.9875,6.39921,28.14375,35.1,21.01,14.09,36.348333333333336,2.26375
RJP_0083,2016-03-19,24,6356.32,6553.290000000001,0.9699433414361336,19.14,36.55,27.557916666666667,26.257500000000004,3.38875,2,6.356319999999999,6.5532900000000005,27.557916666666667,36.55,19.14,17.409999999999997,26.257500000000004,3.38875
RJP_0083,2016-03-20,24,6777.620000000001,6790.1,0.9981620300142856,17.32,36.59,26.4975,22.011666666666667,3.39125,2,6.777620000000001,6.790100000000001,26.4975,36.59,17.32,19.270000000000003,22.011666666666667,3.39125
RJP_0083,2016-03-21,24,6779.34,6783.43,0.9993970601893142,16.76,35.44,25.90375,22.742916666666662,3.9370833333333337,2,6.77934,6.78343,25.90375,35.44,16.76,18.679999999999996,22.742916666666662,3.9370833333333337
RJP_0083,2016-03-22,24,7401.290000000001,7416.69,0.997923602038106,16.21,34.79,24.48125,15.94625,4.342083333333333,2,7.401290000000001,7.41669,24.48125,34.79,16.21,18.58,15.94625,4.342083333333333
RJP_0083,2016-03-23,24,7316.559999999999,7320.01,0.9995286891684572,15.86,38.06,27.83458333333333,11.35375,2.8037499999999995,2,7.316559999999998,7.32001,27.83458333333333,38.06,15.86,22.200000000000003,11.35375,2.8037499999999995
RJP_0083,2016-03-24,24,7150.74,7184.84,0.9952538957026182,19.49,39.58,28.83,10.519583333333332,2.8016666666666663,2,7.15074,7.18484,28.83,39.58,19.49,20.09,10.519583333333332,2.8016666666666663
RJP_0083,2016-03-25,24,5867.34,6728.13,0.8720610333034587,19.08,38.47,28.8875,14.43875,3.356666666666667,2,5.86734,6.72813,28.8875,38.47,19.08,19.39,14.43875,3.356666666666667
RJP_0083,2016-03-26,24,4422.08,5886.07,0.751278866884016,20.86,36.03,27.55333333333333,26.39708333333333,4.669583333333334,2,4.42208,5.88607,27.55333333333333,36.03,20.86,15.170000000000002,26.39708333333333,4.669583333333334
RJP_0083,2016-03-27,24,6829.74,6858.81,0.9957616554475192,16.92,35.79,25.83458333333333,17.307083333333335,3.8554166666666663,2,6.82974,6.85881,25.83458333333333,35.79,16.92,18.869999999999997,17.307083333333335,3.8554166666666663
RJP_0083,2016-03-28,24,7151.3,7199.57,0.9932954329216884,16.51,36.43,26.980416666666667,15.389583333333334,2.83625,2,7.1513,7.19957,26.980416666666667,36.43,16.51,19.919999999999998,15.389583333333334,2.83625
RJP_0083,2016-03-29,24,7134.13,7191.379999999999,0.9920390801209228,19.46,37.61,28.33791666666667,16.047083333333333,2.26375,2,7.13413,7.191379999999999,28.33791666666667,37.61,19.46,18.15,16.047083333333333,2.26375
RJP_0083,2016-03-30,24,6290.13,7064.629999999999,0.890369347014635,19.03,39.03,30.374166666666667,15.084166666666668,2.120416666666667,2,6.29013,7.064629999999999,30.374166666666667,39.03,19.03,20.0,15.084166666666668,2.120416666666667
RJP_0083,2016-03-31,24,6687.71,7011.370000000001,0.953837837683648,21.44,39.92,30.645,12.802916666666668,2.8375,2,6.68771,7.011370000000001,30.645,39.92,21.44,18.48,12.802916666666668,2.8375
RJP_0083,2016-04-01,24,6997.49,7003.4,0.9991561241682612,22.06,40.87,31.91333333333333,17.97,2.9112500000000003,2,6.99749,7.0034,31.91333333333333,40.87,22.06,18.81,17.97,2.9112500000000003
RJP_0083,2016-04-02,24,6722.77,6906.09,0.9734553126298672,23.38,42.15,33.99625,22.75958333333333,2.5275,2,6.722770000000001,6.90609,33.99625,42.15,23.38,18.77,22.75958333333333,2.5275
RJP_0083,2016-04-03,24,5792.85,6811.66,0.8504314660449876,23.97,42.04,32.95375,19.362916666666667,4.3116666666666665,2,5.7928500000000005,6.81166,32.95375,42.04,23.97,18.07,19.362916666666667,4.3116666666666665
RJP_0083,2016-04-04,24,6295.56,6676.39,0.9429586947437162,22.69,37.81,29.7275,25.524999999999995,3.5675000000000003,2,6.29556,6.6763900000000005,29.7275,37.81,22.69,15.120000000000001,25.524999999999995,3.5675000000000003
RJP_0083,2016-04-05,24,6968.91,7184.65,0.9699720932822058,22.43,39.32,31.088750000000005,21.366666666666664,3.205,2,6.96891,7.1846499999999995,31.088750000000005,39.32,22.43,16.89,21.366666666666664,3.205
RJP_0083,2016-04-06,24,6431.68,7138.05,0.9010416009974712,23.23,38.94,30.778333333333336,21.550833333333333,4.8075,2,6.43168,7.13805,30.778333333333336,38.94,23.23,15.709999999999997,21.550833333333333,4.8075
RJP_0083,2016-04-07,24,6990.67,7393.99,0.9454529962848206,21.85,37.16,29.67,22.486666666666668,3.745,2,6.99067,7.39399,29.67,37.16,21.85,15.309999999999995,22.486666666666668,3.745
RJP_0083,2016-04-08,24,7537.18,7556.6,0.9974300611386072,20.84,38.36,30.47458333333333,17.951666666666664,1.9587499999999995,2,7.53718,7.5566,30.47458333333333,38.36,20.84,17.52,17.951666666666664,1.9587499999999995
RJP_0083,2016-04-09,24,7193.09,7458.21,0.9644525965345572,20.23,38.62,30.16416666666667,16.97625,3.0404166666666668,2,7.19309,7.45821,30.16416666666667,38.62,20.23,18.389999999999997,16.97625,3.0404166666666668
RJP_0083,2016-04-10,24,6443.6900000000005,7214.78,0.8931235602471594,22.26,37.95,30.169166666666666,20.514166666666668,2.9475,2,6.44369,7.214779999999999,30.169166666666666,37.95,22.26,15.690000000000001,20.514166666666668,2.9475
RJP_0083,2016-04-11,24,7443.985000000001,7535.834999999999,0.987811569653529,21.57,37.06,29.66125,23.624166666666667,4.942916666666666,2,7.4439850000000005,7.535834999999999,29.66125,37.06,21.57,15.490000000000002,23.624166666666667,4.942916666666666
RJP_0083,2016-04-12,24,7673.185,7681.799999999999,0.9988785180556642,21.17,36.51,28.51833333333333,21.655,5.2245833333333325,2,7.673185,7.681799999999999,28.51833333333333,36.51,21.17,15.339999999999996,21.655,5.2245833333333325
RJP_0083,2016-04-13,24,7917.389999999999,7921.79,0.99944456997724,20.73,39.83,31.232916666666668,17.45875,4.912083333333333,2,7.917389999999999,7.92179,31.232916666666668,39.83,20.73,19.099999999999998,17.45875,4.912083333333333
RJP_0083,2016-04-14,24,7434.559999999999,7460.269999999999,0.9965537440333928,22.86,41.47,33.0975,17.542916666666667,4.986666666666667,2,7.4345599999999985,7.460269999999999,33.0975,41.47,22.86,18.61,17.542916666666667,4.986666666666667
RJP_0083,2016-04-15,24,7320.33,7532.84,0.9717888605094492,25.15,41.9,33.265,18.32208333333333,4.4870833333333335,2,7.32033,7.53284,33.265,41.9,25.15,16.75,18.32208333333333,4.4870833333333335
RJP_0083,2016-04-16,24,7412.21,7686.525,0.9643122217126724,24.88,42.75,34.29125,19.32333333333333,4.710416666666666,2,7.41221,7.686525,34.29125,42.75,24.88,17.87,19.32333333333333,4.710416666666666
RJP_0083,2016-04-17,24,6054.665,6907.955,0.8764771918751643,25.82,39.35,32.90875,28.11208333333333,4.877916666666667,2,6.054665,6.907955,32.90875,39.35,25.82,13.530000000000001,28.11208333333333,4.877916666666667
RJP_0083,2016-04-18,24,7172.57,7293.135,0.983468700359996,24.87,38.86,31.31708333333333,20.714583333333334,4.076666666666667,2,7.1725699999999994,7.293135,31.31708333333333,38.86,24.87,13.989999999999998,20.714583333333334,4.076666666666667
RJP_0083,2016-04-19,24,7062.150000000001,7541.19,0.9364768690352584,25.14,38.24,31.64166666666667,24.969583333333333,4.015833333333334,2,7.062150000000001,7.541189999999999,31.64166666666667,38.24,25.14,13.100000000000001,24.969583333333333,4.015833333333334
RJP_0083,2016-04-20,24,7188.11,7791.585,0.922547851303682,24.55,39.31,31.33875,19.67,4.30125,2,7.18811,7.791585,31.33875,39.31,24.55,14.760000000000002,19.67,4.30125
RJP_0083,2016-04-21,24,7862.705,7878.425,0.9980046773308116,23.87,40.75,32.405,17.906666666666666,4.16,2,7.862705,7.878425,32.405,40.75,23.87,16.88,17.906666666666666,4.16
RJP_0083,2016-04-22,24,7709.345,7723.115,0.9982170406629968,22.81,40.22,32.14875,17.50208333333333,5.795833333333333,2,7.709345,7.723115,32.14875,40.22,22.81,17.41,17.50208333333333,5.795833333333333
RJP_0083,2016-04-23,24,8106.21,8154.934999999999,0.9940250903287396,21.67,38.79,29.769166666666663,6.899583333333332,4.135833333333333,2,8.10621,8.154934999999998,29.769166666666663,38.79,21.67,17.119999999999997,6.899583333333332,4.135833333333333
RJP_0083,2016-04-24,24,7741.15,7847.120000000001,0.9864956824924302,21.34,39.88,31.17125,10.45125,2.8433333333333333,2,7.741149999999999,7.847120000000001,31.17125,39.88,21.34,18.540000000000003,10.45125,2.8433333333333333
RJP_0083,2016-04-25,24,7202.935,7527.865,0.9568363672834196,22.77,40.67,32.806666666666665,12.994583333333331,2.249166666666667,2,7.202935,7.527864999999999,32.806666666666665,40.67,22.77,17.900000000000002,12.994583333333331,2.249166666666667
RJP_0083,2016-04-26,24,6306.065,7064.4400000000005,0.8926489573129646,24.82,40.21,33.124583333333334,15.006666666666668,2.51125,2,6.306064999999999,7.06444,33.124583333333334,40.21,24.82,15.39,15.006666666666668,2.51125
RJP_0083,2016-04-27,24,6818.87,7537.549999999999,0.9046533688002072,24.58,41.78,32.97875,11.802083333333334,3.320833333333333,2,6.8188699999999995,7.5375499999999995,32.97875,41.78,24.58,17.200000000000003,11.802083333333334,3.320833333333333
RJP_0083,2016-04-28,24,7440.59,7585.97,0.9808356742776468,24.03,42.21,33.55458333333333,10.4675,2.702916666666667,2,7.44059,7.5859700000000005,33.55458333333333,42.21,24.03,18.18,10.4675,2.702916666666667
RJP_0083,2016-04-29,24,7434.1,7725.63,0.9622645661259988,24.63,43.25,34.15083333333333,10.844583333333333,2.7770833333333336,2,7.4341,7.72563,34.15083333333333,43.25,24.63,18.62,10.844583333333333,2.7770833333333336
RJP_0083,2016-04-30,24,7838.92,7864.665,0.996726497568555,24.27,43.85,34.1925,9.761666666666668,3.44375,2,7.83892,7.864665,34.1925,43.85,24.27,19.580000000000002,9.761666666666668,3.44375
RJP_0083,2016-05-01,24,7494.045,7686.355,0.9749803385349752,25.16,44.08,35.10041666666667,12.924583333333333,4.51,2,7.494045,7.686355,35.10041666666667,44.08,25.16,18.919999999999998,12.924583333333333,4.51
RJP_0083,2016-05-02,24,5773.145,7391.04,0.7811004946529853,26.94,44.26,35.63375,17.60125,3.821250000000001,2,5.773145,7.39104,35.63375,44.26,26.94,17.319999999999997,17.60125,3.821250000000001
RJP_0083,2016-05-03,24,7199.889999999999,7272.889999999999,0.9899627245840374,26.76,42.09,34.03791666666667,18.402916666666663,4.053333333333334,2,7.199889999999999,7.272889999999999,34.03791666666667,42.09,26.76,15.330000000000002,18.402916666666663,4.053333333333334
RJP_0083,2016-05-04,24,7633.754999999999,7730.405,0.9874974208983875,26.69,41.74,34.171666666666674,19.644583333333333,5.1875,2,7.633754999999999,7.730404999999999,34.171666666666674,41.74,26.69,15.05,19.644583333333333,5.1875
RJP_0083,2016-05-05,24,6928.799999999999,7436.360000000001,0.931746176892996,26.15,39.86,33.69875,24.919583333333332,1.82875,2,6.928799999999999,7.4363600000000005,33.69875,39.86,26.15,13.71,24.919583333333332,1.82875
RJP_0083,2016-05-06,24,6947.799999999999,7506.155000000001,0.925613713012854,25.5,38.27,32.39125000000001,28.675,2.189583333333333,2,6.947799999999999,7.506155000000001,32.39125000000001,38.27,25.5,12.770000000000003,28.675,2.189583333333333
RJP_0083,2016-05-07,24,7094.264999999999,7354.955,0.9645558674390258,25.29,40.37,33.36958333333333,24.594583333333333,2.2279166666666668,2,7.094264999999999,7.354955,33.36958333333333,40.37,25.29,15.079999999999998,24.594583333333333,2.2279166666666668
RJP_0083,2016-05-08,24,7054.59,7543.865,0.9351426622825304,27.52,43.15,35.89791666666667,19.11208333333333,2.7025,2,7.05459,7.543864999999999,35.89791666666667,43.15,27.52,15.629999999999999,19.11208333333333,2.7025
RJP_0083,2016-05-09,24,7237.3,7527.120000000001,0.9614965617659874,27.92,44.01,36.0925,21.190416666666668,3.45,2,7.2373,7.527120000000001,36.0925,44.01,27.92,16.089999999999996,21.190416666666668,3.45
RJP_0083,2016-05-10,24,6144.639999999999,7333.5,0.8378864116724619,27.95,43.3,36.22833333333333,20.3025,4.0125,2,6.144639999999999,7.3335,36.22833333333333,43.3,27.95,15.349999999999998,20.3025,4.0125
